61.0,0.7528,0.7659,0.7705,0.7632,0.75
62.0,0.7521,0.7665,0.7699,0.7608,0.7468
63.0,0.7528,0.7643,0.7698,0.7647,0.7458
64.0,0.7555,0.7643,0.7701,0.7608,0.749
65.0,0.748,0.7623,0.7707,0.7595,0.7411
66.0,0.7541,0.7648,0.7698,0.7612,0.7442
67.0,0.7508,0.765,0.7716,0.7623,0.7469
68.0,0.7524,0.7643,0.7718,0.7615,0.7455
69.0,0.7517,0.7674,0.772,0.7612,0.7502
70.0,0.7537,0.7648,0.7712,0.7654,0.7426
71.0,0.7542,0.7648,0.7729,0.7584,0.7473
72.0,0.7528,0.767,0.7741,0.7594,0.7418
73.0,0.7526,0.7606,0.7721,0.7626,0.7444
74.0,0.7519,0.7625,0.7668,0.7625,0.7444
75.0,0.7508,0.7652,0.7707,0.7594,0.7373
76.0,0.7519,0.7636,0.7687,0.759,0.7404
77.0,0.7455,0.7623,0.7714,0.7581,0.7427
78.0,0.749,0.7614,0.7721,0.7597,0.7378
79.0,0.7477,0.7605,0.7712,0.7599,0.744
80.0,0.7448,0.7659,0.7714,0.7621,0.7422
81.0,0.75,0.7647,0.771,0.7542,0.7393
82.0,0.7491,0.7657,0.7707,0.7573,0.7378
83.0,0.7497,0.7625,0.7709,0.7561,0.7395
84.0,0.7511,0.7639,0.7712,0.7568,0.7376
85.0,0.7511,0.7647,0.7718,0.7619,0.744
86.0,0.75,0.7657,0.7749,0.7645,0.7499
87.0,0.751,0.7632,0.7725,0.7614,0.7431
88.0,0.751,0.7628,0.7721,0.7612,0.7418
89.0,0.7497,0.7654,0.7689,0.7603,0.7424
90.0,0.7522,0.7599,0.7736,0.7621,0.7466
91.0,0.7511,0.7555,0.7692,0.7632,0.748
92.0,0.75,0.7559,0.7762,0.7621,0.7444
93.0,0.751,0.7577,0.7703,0.7592,0.7464
94.0,0.7511,0.759,0.7701,0.7577,0.7435
95.0,0.7519,0.7584,0.7687,0.7615,0.7457
96.0,0.7493,0.761,0.769,0.7605,0.746
97.0,0.7495,0.7605,0.7696,0.7572,0.7435
98.0,0.7479,0.7637,0.7698,0.7634,0.7442
99.0,0.7502,0.7672,0.7685,0.7614,0.7475
